"edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"poisonous","flat","scaly","buff","no","none","notched","close","broad","red","tapering","equal","silky","silky","buff","red","universal","yellow","one","large","purple","scattered","grasses"
"poisonous","convex","fibrous","yellow","yes","foul","attached","close","broad","gray","enlarging","club","silky","fibrous","green","brown","partial","brown","one","large","black","solitary","paths"
"poisonous","bell","fibrous","yellow","yes","foul","free","close","broad","black","enlarging","club","fibrous","fibrous","buff","buff","partial","white","one","large","purple","solitary","wood"
"poisonous","conical","smooth","red","no","foul","free","close","narrow","gray","enlarging","cup","silky","silky","purple","cinnamon","universal","white","two","large","buff","numerous","grasses"
"poisonous","sunken","smooth","buff","no","musty","attached","crowded","broad","yellow","enlarging","club","fibrous","silky","green","buff","partial","brown","one","evanescent","orange","solitary","wood"
"poisonous","convex","grooves","gray","no","musty","free","crowded","broad","purple","enlarging","rooted","scaly","silky","green","green","partial","orange","one","large","orange","several","grasses"
"poisonous","bell","fibrous","yellow","yes","fishy","free","close","broad","chocolate","enlarging","club","fibrous","fibrous","green","buff","partial","brown","b","evanescent","chocolate","abundant","paths"
"poisonous","knobbed","fibrous","gray","yes","foul","attached","close","broad","gray","enlarging","club","silky","fibrous","buff","buff","partial","white","one","large","white","several","grasses"
"poisonous","convex","smooth","gray","no","foul","free","close","narrow","gray","tapering","club","silky","silky","buff","green","universal","white","one","large","chocolate","solitary","wood"
"poisonous","flat","fibrous","gray","no","fishy","attached","close","broad","chocolate","enlarging","club","silky","silky","gray","gray","partial","white","b","cobwebby","chocolate","solitary","grasses"
"poisonous","flat","smooth","yellow","yes","foul","free","close","broad","brown","enlarging","cup","scaly","scaly","green","green","partial","orange","one","large","white","clustered","paths"
"poisonous","flat","smooth","pink","no","foul","free","crowded","broad","green","enlarging","club","silky","silky","green","white","partial","white","one","none","yellow","solitary","meadows"
"poisonous","convex","fibrous","purple","no","foul","notched","crowded","narrow","gray","enlarging","rooted","smooth","silky","cinnamon","cinnamon","universal","yellow","two","large","chocolate","numerous","leaves"
"poisonous","flat","smooth","brown","no","almond","free","close","broad","pink","enlarging","club","fibrous","fibrous","brown","brown","partial","white","one","evanescent","black","abundant","grasses"
"poisonous","flat","smooth","cinnamon","no","musty","free","crowded","broad","buff","enlarging","club","silky","silky","buff","green","partial","white","one","none","orange","solitary","grasses"
"poisonous","flat","scaly","white","no","foul","notched","distant","broad","pink","tapering","club","smooth","smooth","brown","buff","universal","white","one","large","buff","numerous","paths"
"edible","convex","smooth","green","yes","none","attached","distant","broad","pink","enlarging","bulbous","fibrous","fibrous","purple","purple","partial","white","one","evanescent","chocolate","several","wood"
"poisonous","sunken","smooth","gray","no","foul","free","crowded","broad","yellow","enlarging","rhizomorphs","silky","silky","brown","cinnamon","partial","orange","one","large","chocolate","solitary","urban"
"poisonous","bell","grooves","purple","yes","fishy","free","close","broad","gray","enlarging","club","silky","silky","gray","gray","partial","orange","b","large","chocolate","abundant","urban"
"poisonous","convex","fibrous","cinnamon","yes","spicy","free","crowded","broad","buff","enlarging","rooted","silky","smooth","purple","purple","partial","brown","one","evanescent","white","numerous","paths"
"poisonous","flat","smooth","green","yes","anise","free","close","broad","gray","enlarging","club","fibrous","silky","buff","brown","partial","white","one","evanescent","brown","several","leaves"
"poisonous","conical","smooth","brown","yes","anise","descending","distant","narrow","white","enlarging","cup","silky","scaly","buff","brown","partial","white","one","evanescent","brown","clustered","wood"
"poisonous","knobbed","scaly","green","no","foul","notched","close","narrow","white","enlarging","club","silky","smooth","buff","pink","universal","white","one","sheathing","green","solitary","urban"
"poisonous","conical","grooves","pink","yes","foul","descending","distant","broad","pink","enlarging","club","scaly","silky","buff","purple","partial","orange","one","flaring","chocolate","several","meadows"
"poisonous","knobbed","smooth","green","no","foul","free","close","narrow","gray","enlarging","missing","silky","smooth","pink","green","universal","white","one","zone","green","several","grasses"
"poisonous","flat","grooves","gray","no","fishy","descending","close","broad","gray","enlarging","club","silky","silky","gray","gray","partial","orange","one","large","chocolate","solitary","grasses"
"poisonous","bell","smooth","brown","no","almond","free","close","broad","pink","enlarging","club","silky","silky","green","green","partial","white","b","pendant","black","abundant","wood"
"poisonous","knobbed","grooves","white","no","anise","descending","distant","broad","gray","enlarging","missing","scaly","scaly","buff","green","partial","orange","one","flaring","chocolate","several","wood"
"poisonous","convex","smooth","green","no","foul","free","close","broad","gray","tapering","club","silky","silky","brown","red","universal","yellow","b","large","chocolate","abundant","wood"
"poisonous","convex","smooth","gray","no","almond","free","close","narrow","pink","tapering","club","silky","silky","brown","brown","universal","white","one","large","black","scattered","grasses"
"poisonous","convex","smooth","cinnamon","no","none","free","close","broad","gray","enlarging","club","silky","silky","green","brown","partial","brown","one","cobwebby","purple","abundant","grasses"
"edible","flat","smooth","red","yes","none","free","close","broad","white","tapering","equal","smooth","scaly","red","red","partial","orange","one","pendant","purple","scattered","paths"
"poisonous","conical","smooth","yellow","no","foul","free","close","narrow","brown","tapering","cup","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","paths"
"poisonous","convex","fibrous","yellow","no","musty","attached","crowded","broad","buff","enlarging","club","silky","fibrous","green","green","partial","white","one","large","chocolate","numerous","wood"
"poisonous","flat","fibrous","yellow","no","foul","free","crowded","broad","buff","enlarging","club","silky","silky","brown","brown","universal","yellow","two","sheathing","chocolate","numerous","leaves"
"poisonous","sunken","fibrous","yellow","yes","foul","attached","crowded","broad","pink","enlarging","rhizomorphs","fibrous","silky","cinnamon","cinnamon","partial","brown","one","large","buff","several","paths"
"poisonous","flat","grooves","gray","yes","anise","descending","distant","broad","brown","enlarging","club","scaly","scaly","buff","buff","partial","orange","one","flaring","chocolate","solitary","grasses"
"poisonous","conical","smooth","yellow","no","foul","free","distant","narrow","chocolate","enlarging","cup","silky","silky","pink","green","partial","white","one","pendant","green","clustered","grasses"
"poisonous","sunken","grooves","yellow","yes","creosote","descending","crowded","broad","gray","enlarging","club","scaly","scaly","cinnamon","cinnamon","partial","orange","two","flaring","chocolate","solitary","paths"
"poisonous","flat","scaly","buff","yes","creosote","free","close","narrow","purple","tapering","club","silky","smooth","purple","purple","universal","white","two","pendant","chocolate","scattered","urban"
"poisonous","flat","smooth","gray","no","almond","free","close","narrow","green","enlarging","rhizomorphs","scaly","silky","green","green","partial","orange","one","large","orange","solitary","grasses"
"poisonous","convex","scaly","white","no","fishy","free","close","broad","black","enlarging","club","silky","smooth","gray","gray","universal","white","one","zone","chocolate","several","paths"
"poisonous","flat","fibrous","gray","no","pungent","free","close","narrow","gray","enlarging","club","silky","silky","purple","brown","universal","white","one","pendant","white","clustered","wood"
"poisonous","flat","scaly","gray","no","fishy","notched","close","broad","red","tapering","equal","smooth","silky","buff","brown","partial","yellow","b","large","chocolate","solitary","grasses"
"poisonous","flat","fibrous","red","yes","musty","descending","close","broad","pink","enlarging","club","scaly","scaly","green","green","partial","white","two","large","orange","solitary","wood"
